Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
aem-modernize-tools,com.adobe.aem.modernize.servlet.rule,ListPolicyRulesServletTest,testPolicyRules,33,1,0
aem-modernize-tools,com.adobe.aem.modernize.servlet.rule,ListTemplateRulesServletTest,beforeEach,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.servlet.rule,ListTemplateRulesServletTest,testTemplateRules,31,1,0
aem-modernize-tools,com.adobe.aem.modernize.servlet.rule,ListTemplateRulesServletTest,testTemplateRulesReprocessNoRevision,39,1,0
aem-modernize-tools,com.adobe.aem.modernize.servlet.rule,ListTemplateRulesServletTest,getRevisions,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImpl,getSearchPaths,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImpl,apply,3,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImpl,apply,27,5,2
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImpl,bindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImpl,unbindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImplTest,beforeEach,19,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.impl,StructureRewriteRuleServiceImplTest,apply,17,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutor,doProcess,46,7,3
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutor,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,beforeEach,7,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,pathsNotPage,17,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,createVersionManagementFails,29,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,createRevision,3,1,3
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,restore,3,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,doProcessNoReprocess,43,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,copy,5,1,6
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,doProcessReprocess,45,2,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,restore,7,2,2
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,doProcessTargetPath,48,2,0
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,restore,7,2,2
aem-modernize-tools,com.adobe.aem.modernize.structure.job,PageStructureJobExecutorTest,copy,3,1,6
aem-modernize-tools,com.adobe.aem.modernize.structure,StructureRewriteRuleService,apply,0,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure,StructureRewriteRuleService,apply,0,1,2
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,getTitle,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,matches,24,6,1
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,applyTo,31,6,2
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,getRanking,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,getResourceType,11,3,1
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,moveRenamedNodes,43,8,3
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,moveRemainingNodes,30,7,3
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,orderNodes,16,5,1
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,findMatches,16,4,1
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,hasPattern,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRule,activate,71,16,2
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,beforeEach,5,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,testActivate,68,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,hasPattern,14,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,findMatches,26,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,matches,31,1,0
aem-modernize-tools,com.adobe.aem.modernize.structure.rule,PageRewriteRuleTest,applyTo,44,1,0
